graph_id,state_code,ses_definition,ses_category,source_condition,target_condition,bootstrap_status,bootstrap_message,bootstrap_log_odds_ratio,bootstrap_replicates_requested,bootstrap_replicates_valid,positive_stability,bootstrap_low_log,bootstrap_high_log,stability_standard_error,stability_wilson_low,stability_wilson_high
2024_04_education_binary_higher,4,education_binary,higher,ISCHEMIC_HEART_DISEASE,CURRENT_ASTHMA,ok,,0.774992588739854,200,200,1.0,0.383571901424603,1.20065625848084,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,ISCHEMIC_HEART_DISEASE,DEPRESSIVE_DISORDER,ok,,0.569059230145395,200,200,1.0,0.215939936248314,0.952645723291169,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,ISCHEMIC_HEART_DISEASE,DIABETES,ok,,1.20362078247418,200,200,1.0,0.862901969579286,1.51913917473418,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,ISCHEMIC_HEART_DISEASE,KIDNEY_DISEASE,ok,,1.06039517874827,200,200,1.0,0.594337900465581,1.49468350068926,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,ISCHEMIC_HEART_DISEASE,OTHER_CANCER,ok,,0.630194785447676,200,200,1.0,0.246991770302112,0.982711990473613,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,ISCHEMIC_HEART_DISEASE,STROKE,ok,,0.782743946006445,200,200,0.995,0.105788879311057,1.36648789466917,0.004987484335815003,0.9722262956021069,0.9991168312843989
2024_04_education_binary_higher,4,education_binary,higher,KIDNEY_DISEASE,ARTHRITIS,ok,,0.823458325919087,200,200,1.0,0.40764229342162,1.22102537935543,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,KIDNEY_DISEASE,DIABETES,ok,,1.47204185520375,200,200,1.0,1.06290241047822,1.88387083025581,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,OTHER_CANCER,ARTHRITIS,ok,,0.401023260698687,200,200,1.0,0.118622459056766,0.640348491847893,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,OTHER_CANCER,KIDNEY_DISEASE,ok,,0.627726928236707,200,200,0.985,0.0745968900595543,1.09574886990109,0.008595056718835545,0.9568342712073097,0.9948857622067417
2024_04_education_binary_higher,4,education_binary,higher,SKIN_CANCER,ARTHRITIS,ok,,0.347179658146426,200,200,0.975,0.0040170903704999,0.635228717771746,0.011039701082909813,0.942821659593358,0.9892752803482386
2024_04_education_binary_higher,4,education_binary,higher,SKIN_CANCER,COPD,ok,,0.735725862930545,200,200,1.0,0.370988964986542,1.13173236450817,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,SKIN_CANCER,OTHER_CANCER,ok,,1.47538507671324,200,200,1.0,1.09538462623467,1.78860411631355,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,STROKE,ARTHRITIS,ok,,0.675596977101076,200,200,1.0,0.197609899686507,1.22223316551371,0.0,0.9811546736227335,1.0
2024_04_education_binary_lower,4,education_binary,lower,COPD,ARTHRITIS,ok,,0.811850446428331,200,200,1.0,0.289996285329097,1.37268470739361,0.0,0.9811546736227335,1.0
2024_04_education_binary_lower,4,education_binary,lower,COPD,DEPRESSIVE_DISORDER,ok,,1.64011925029371,200,200,1.0,1.14579947408892,2.14869462073714,0.0,0.9811546736227335,1.0
2024_04_education_binary_lower,4,education_binary,lower,CURRENT_ASTHMA,COPD,ok,,2.38659394770805,200,200,1.0,1.95504551895812,2.9218264637556,0.0,0.9811546736227335,1.0
2024_04_education_binary_lower,4,education_binary,lower,CURRENT_ASTHMA,DEPRESSIVE_DISORDER,ok,,0.863661952198171,200,200,0.995,0.324417429480933,1.4646225050876,0.004987484335815003,0.9722262956021069,0.9991168312843989
2024_04_education_binary_lower,4,education_binary,lower,DEPRESSIVE_DISORDER,ARTHRITIS,ok,,1.189897960859,200,200,1.0,0.673605385955573,1.65757703294939,0.0,0.9811546736227335,1.0
2024_04_education_binary_lower,4,education_binary,lower,ISCHEMIC_HEART_DISEASE,ARTHRITIS,ok,,0.822991343673949,200,200,0.99,0.37306665787858,1.39585810674537,0.007035623639735147,0.9642782382838231,0.9972533418664555
2024_04_education_binary_lower,4,education_binary,lower,ISCHEMIC_HEART_DISEASE,COPD,ok,,0.978817737197038,200,200,1.0,0.362401492300518,1.52519535499308,0.0,0.9811546736227335,1.0
2024_04_education_binary_lower,4,education_binary,lower,ISCHEMIC_HEART_DISEASE,CURRENT_ASTHMA,ok,,1.30773290276861,200,200,1.0,0.549421019482279,1.93493635085551,0.0,0.9811546736227335,1.0
2024_04_education_binary_lower,4,education_binary,lower,ISCHEMIC_HEART_DISEASE,DEPRESSIVE_DISORDER,ok,,1.12218325150479,200,200,1.0,0.451158529116422,1.7834020080449,0.0,0.9811546736227335,1.0
