rule_id,geography_code,ses_category,primary_ses_definition,sensitivity_ses_definition,primary_edge_count,sensitivity_edge_count,edge_jaccard,density_adjusted_jaccard_z,density_null_expected_jaccard
phi_012,50,lower,education_binary,income_binary,21,18,0.7727272727272727,7.073368745940755,0.2782862942605117
phi_012,51,higher,education_binary,income_binary,17,14,0.7222222222222222,7.0476611332386785,0.20999370272925943
phi_012,51,lower,education_binary,income_binary,21,20,0.782608695652174,6.961268489914584,0.2984203437085398
phi_012,53,higher,education_binary,income_binary,14,11,0.7857142857142857,8.378048285714563,0.16322880396711903
phi_012,53,lower,education_binary,income_binary,17,21,0.8095238095238095,7.759088780284463,0.26765811407456064
phi_012,54,higher,education_binary,income_binary,15,18,0.8333333333333334,8.422437483396427,0.2263896835250927
phi_012,54,lower,education_binary,income_binary,20,15,0.75,7.2709884972795935,0.23922178455104215
phi_012,55,higher,education_binary,income_binary,15,11,0.625,6.224723375442712,0.16867348537665167
phi_012,55,lower,education_binary,income_binary,20,21,0.782608695652174,6.961268489914584,0.2984203437085398
phi_012,56,higher,education_binary,income_binary,13,18,0.631578947368421,5.968743709652532,0.2057021854640716
phi_012,56,lower,education_binary,income_binary,26,22,0.7142857142857143,5.388965112165155,0.363286063220356
