graph_id,geography_code,geography,ses_category,edge_count,density,mean_same_ses_jaccard,median_same_ses_jaccard,mean_same_ses_density_adjusted_z,robust_similarity_z,robust_density_adjusted_similarity_z,n_unweighted,weighted_population_estimate,kish_effective_n,n_strata,n_psu,ses_definition,rule_id
2024_13_education_binary_higher,13,Georgia,higher,18,0.4,0.6953658025168322,0.7,6.4318061109759475,0.31626799539960576,0.08367067495594713,4805,5204231.645053592,2222.9533787684472,93,4805,education_binary,phi_012
2024_29_education_binary_higher,29,Missouri,higher,18,0.4,0.696165021952257,0.681159420289855,6.443994506453487,0.3328230961894695,0.10159128554424078,4630,2921910.05116975,2499.145587114158,47,4630,education_binary,phi_012
2024_41_education_binary_higher,41,Oregon,higher,18,0.4,0.696575806101724,0.7071428571428571,6.4479162741610585,0.3413321147341558,0.10735746469675035,4371,2286236.2037291513,3085.875119932635,5,4371,education_binary,phi_012
2024_18_education_binary_higher,18,Indiana,higher,18,0.4,0.6984223066976026,0.6978260869565217,6.47150906723666,0.3795806884278943,0.1420459729730989,8277,2982722.3676970475,5475.507755602477,41,8277,education_binary,phi_012
2024_25_education_binary_lower,25,Massachusetts,lower,21,0.4666666666666667,0.6989766658510547,0.7089947089947091,5.794086602413678,1.7292208945220064,1.4914913420543805,2407,1877092.2262665478,1448.0774544741696,38,2407,education_binary,phi_012
2024_55_education_binary_higher,55,Wisconsin,higher,15,0.3333333333333333,0.7085452869172078,0.7222222222222222,6.827827833327702,0.589268979779666,0.6659418265483886,8816,2919706.02442142,4146.356817016462,43,8816,education_binary,phi_012
2024_16_education_binary_higher,16,Idaho,higher,17,0.37777777777777777,0.7093153330289523,0.6921052631578948,6.677087347244568,0.6052197818093963,0.44430793257408313,2693,977261.9832890714,1441.908508084135,28,2693,education_binary,phi_012
2024_45_education_binary_higher,45,South Carolina,higher,18,0.4,0.7112040552058957,0.7222222222222222,6.6541355708909204,0.6443429369998448,0.41056191185287516,6319,2611058.1626568246,2202.0190265889314,67,6319,education_binary,phi_012
2024_40_education_binary_lower,40,Oklahoma,lower,21,0.4666666666666667,0.7126413021669198,0.7272727272727273,5.990932866050025,2.099959993760612,1.865982361975463,2399,1377727.5273168432,1789.8035377723038,23,2399,education_binary,phi_012
2024_51_education_binary_higher,51,Virginia,higher,17,0.37777777777777777,0.720480413231793,0.7320574162679425,6.833641556639565,0.8364942227102088,0.67448975,4937,4532942.731241265,2261.1273207622908,105,4937,education_binary,phi_012
2024_26_education_binary_higher,26,Michigan,higher,17,0.37777777777777777,0.7215704220503276,0.7142857142857143,6.84786486108292,0.8590727600340523,0.6954022893640056,7896,4922420.4617929775,3983.5438094240053,58,7896,education_binary,phi_012
2024_30_education_binary_higher,30,Montana,higher,13,0.28888888888888886,0.7247265649204,0.7182539682539683,7.296471891403251,0.9244493775251975,1.3549896741314291,4862,593710.7976748479,3000.783502257326,23,4862,education_binary,phi_012
2024_17_education_binary_higher,17,Illinois,higher,17,0.37777777777777777,0.726720965035707,0.743421052631579,6.919937836861622,0.9657615547080179,0.8013712608541194,8264,6242711.3661557175,5195.347463432801,53,8264,education_binary,phi_012
2024_20_education_binary_higher,20,Kansas,higher,16,0.35555555555555557,0.7275494139024324,0.7142857142857143,6.99567147209756,0.9829221164761349,0.9127225037638284,7590,1459808.064051657,4542.637582570952,39,7590,education_binary,phi_012
2024_50_education_binary_higher,50,Vermont,higher,16,0.35555555555555557,0.7282860406156594,0.72953216374269,7.006314287090991,0.9981806661828193,0.9283706457536406,5004,353696.77835692256,3143.4605163852284,49,5004,education_binary,phi_012
2024_08_education_binary_higher,8,Colorado,higher,16,0.35555555555555557,0.7488635706496308,0.7633053221288515,7.2943789246819515,1.4244254102658573,1.3519123829772501,8211,3308692.8095656955,6048.286811060391,55,8211,education_binary,phi_012
2024_19_education_binary_higher,19,Iowa,higher,15,0.3333333333333333,0.7538198723772153,0.7368421052631579,7.444199181838836,1.527090674657884,1.572193263401102,5390,1555985.9503549011,3337.8985359141643,28,5390,education_binary,phi_012
2024_23_education_binary_higher,23,Maine,higher,15,0.3333333333333333,0.7617405898979799,0.743421052631579,7.5572245571670615,1.6911611052206696,1.7383745906796064,8423,725592.1666201503,4636.618769279256,64,8423,education_binary,phi_012
2024_36_education_binary_higher,36,New York,higher,14,0.3111111111111111,0.7755690243297929,0.7712418300653594,7.855535354416498,1.9776044969069566,2.1769812671401634,29310,9621094.602646858,11160.789816107823,248,29310,education_binary,phi_012
2024_27_education_binary_higher,27,Minnesota,higher,14,0.3111111111111111,0.7755690243297929,0.7712418300653594,7.855535354416498,1.9776044969069566,2.1769812671401634,11320,3049769.3374483963,7480.149853497428,21,11320,education_binary,phi_012
2024_53_education_binary_higher,53,Washington,higher,14,0.3111111111111111,0.7755690243297929,0.7712418300653594,7.855535354416499,1.9776044969069566,2.1769812671401656,19038,4205144.745568908,11778.233327379865,99,19038,education_binary,phi_012
2024_49_education_binary_higher,49,Utah,higher,14,0.3111111111111111,0.7755690243297929,0.7712418300653594,7.855535354416499,1.9776044969069566,2.1769812671401656,8882,1734039.1454278072,5185.42341107576,53,8882,education_binary,phi_012
