graph_id,source_condition,target_condition,association,standard_error,p_value,n_complete,source_cases,target_cases,cooccurring_cases,weighted_n,kish_effective_n,weighted_source_prevalence,weighted_target_prevalence,weighted_joint_prevalence,estimator,inference_scope,pair_eligible,exclusion_reason,q_value,edge_present,ses_definition,ses_category
2023_02_education_binary_lower,ISCHEMIC_HEART_DISEASE,DIABETES,0.1935238436601135,,,1617,131,177,37,205599.00947563304,883.8297115492982,0.05275950483332541,0.08999532698283681,0.01712885322734829,weighted_phi,descriptive,True,,,True,education_binary,lower
2023_02_education_binary_lower,STROKE,CURRENT_ASTHMA,0.025075256575227994,,,1617,65,171,10,204006.6095725539,899.5298545254385,0.035606036491989713,0.12477821614815646,0.005978403922559082,weighted_phi,descriptive,True,,,False,education_binary,lower
2023_02_education_binary_lower,STROKE,SKIN_CANCER,0.0684340768010221,,,1628,65,40,5,207180.5618041266,896.7416978035965,0.03506056128911786,0.015542898557387082,0.00210197022922738,weighted_phi,descriptive,False,cooccurring_cases,,False,education_binary,lower
2023_02_education_binary_lower,STROKE,OTHER_CANCER,0.08531825532969572,,,1628,64,119,15,206688.42445986468,894.7903675852189,0.034340993042201895,0.05640217158235217,0.005521184425584039,weighted_phi,descriptive,True,,,False,education_binary,lower
2023_02_education_binary_lower,STROKE,COPD,0.17169688583401693,,,1624,64,155,24,206523.35341437146,894.5565251900491,0.034368441287308475,0.07683407138770815,0.010971048347476904,weighted_phi,descriptive,True,,,True,education_binary,lower
2023_02_education_binary_lower,STROKE,DEPRESSIVE_DISORDER,0.029130297699854972,,,1620,64,271,13,205585.0068293914,894.9870395224618,0.03519758725543249,0.17951679952563487,0.008378751444582853,weighted_phi,descriptive,True,,,False,education_binary,lower
2023_02_education_binary_lower,STROKE,KIDNEY_DISEASE,0.0995769325541888,,,1623,64,41,6,207089.7624511588,894.3268707334845,0.03491093360112302,0.019821839575472986,0.0032396952604496383,weighted_phi,descriptive,False,cooccurring_cases,,False,education_binary,lower
2023_02_education_binary_lower,STROKE,ARTHRITIS,0.12400475952913685,,,1625,65,418,32,206930.77320721562,893.6554822097113,0.0351028833095481,0.21263574091085186,0.01680217845750553,weighted_phi,descriptive,True,,,True,education_binary,lower
2023_02_education_binary_lower,STROKE,DIABETES,0.10569560081579149,,,1635,64,178,19,208029.93506608007,898.9552086117485,0.03411954026724694,0.0896751735779707,0.008541870879527276,weighted_phi,descriptive,True,,,False,education_binary,lower
2023_02_education_binary_lower,CURRENT_ASTHMA,SKIN_CANCER,-0.033270316043278375,,,1620,172,40,3,204555.46913313516,898.7731274681804,0.12609481299706696,0.015742363031555722,0.0006102697948257316,weighted_phi,descriptive,False,cooccurring_cases,,False,education_binary,lower
2023_02_education_binary_lower,CURRENT_ASTHMA,OTHER_CANCER,0.028780686415128025,,,1620,172,118,17,204095.9631771165,896.9737622773288,0.12568747103180736,0.052390630166324975,0.00871064372635277,weighted_phi,descriptive,True,,,False,education_binary,lower
2023_02_education_binary_lower,CURRENT_ASTHMA,COPD,0.1543173919209403,,,1616,171,153,41,204313.59084987827,895.9030379116653,0.1250651705599946,0.07114162942799021,0.022019567761909963,weighted_phi,descriptive,True,,,True,education_binary,lower
2023_02_education_binary_lower,CURRENT_ASTHMA,DEPRESSIVE_DISORDER,0.11781877475304532,,,1612,171,264,54,203282.990043046,895.9271426428455,0.12428313489061342,0.17521137426535754,0.03655175271003888,weighted_phi,descriptive,True,,,False,education_binary,lower
