graph_id,year,geography_code,geography,ses_category,n_unweighted,weighted_population_estimate,kish_effective_n,node_count,edge_count,density,component_count,isolate_count,mean_degree,maximum_degree,transitivity,population_graph_id,ses_definition,rule_id
2024_19_education_binary_lower__phi_010,2024,19,Iowa,lower,3328,953665.9732450545,1956.2237965728445,10,22,0.4888888888888889,1,0,4.4,7,0.6333333333333333,2024_19_education_binary_lower,education_binary,phi_010
2024_19_education_binary_lower__phi_012,2024,19,Iowa,lower,3328,953665.9732450545,1956.2237965728445,10,19,0.4222222222222222,1,0,3.8,7,0.582089552238806,2024_19_education_binary_lower,education_binary,phi_012
2024_19_education_binary_lower__phi_012_stable,2024,19,Iowa,lower,3328,953665.9732450545,1956.2237965728445,10,12,0.26666666666666666,1,0,2.4,5,0.3333333333333333,2024_19_education_binary_lower,education_binary,phi_012_stable
2024_19_education_binary_lower__phi_014,2024,19,Iowa,lower,3328,953665.9732450545,1956.2237965728445,10,17,0.37777777777777777,1,0,3.4,6,0.5769230769230769,2024_19_education_binary_lower,education_binary,phi_014
2024_20_education_binary_higher__phi_010,2024,20,Kansas,higher,7590,1459808.064051657,4542.637582570952,10,22,0.4888888888888889,1,0,4.4,8,0.6063829787234043,2024_20_education_binary_higher,education_binary,phi_010
2024_20_education_binary_higher__phi_012,2024,20,Kansas,higher,7590,1459808.064051657,4542.637582570952,10,16,0.35555555555555557,1,0,3.2,6,0.574468085106383,2024_20_education_binary_higher,education_binary,phi_012
2024_20_education_binary_higher__phi_012_stable,2024,20,Kansas,higher,7590,1459808.064051657,4542.637582570952,10,12,0.26666666666666666,2,1,2.4,5,0.46153846153846156,2024_20_education_binary_higher,education_binary,phi_012_stable
2024_20_education_binary_higher__phi_014,2024,20,Kansas,higher,7590,1459808.064051657,4542.637582570952,10,13,0.28888888888888886,1,0,2.6,5,0.42857142857142855,2024_20_education_binary_higher,education_binary,phi_014
2024_20_education_binary_lower__phi_010,2024,20,Kansas,lower,3268,814644.8194462387,1720.3714708033478,10,25,0.5555555555555556,1,0,5.0,8,0.7058823529411765,2024_20_education_binary_lower,education_binary,phi_010
2024_20_education_binary_lower__phi_012,2024,20,Kansas,lower,3268,814644.8194462387,1720.3714708033478,10,22,0.4888888888888889,1,0,4.4,8,0.6195652173913043,2024_20_education_binary_lower,education_binary,phi_012
